target_horizon_days,ma_window,adaptive_band_selection_corr,adaptive_band_evaluation_corr,adaptive_band_selection_diracc,adaptive_band_evaluation_diracc,adaptive_band_coef,raw_zscore_selection_corr,raw_zscore_evaluation_corr,raw_zscore_selection_diracc,raw_zscore_evaluation_diracc,raw_zscore_coef,evaluation_corr_gap_adaptive_minus_raw
95,10,0.03839768016772966,0.09222903154213292,1.0,1.0,-0.003647053955189371,0.32388020500677556,0.2784068670956144,1.0,1.0,-0.01045187079477628,-0.1861778355534815
78,10,0.03845290881816185,-0.04352208209659047,0.9878787878787879,0.9693251533742331,-0.004632072052283289,0.2813814495327026,0.14639096639006932,0.9878787878787879,0.9693251533742331,-0.011188330116379118,-0.1899130484866598
96,10,0.04571288936609485,0.0912679866323991,1.0,1.0,-0.00435649852155715,0.3413201216428714,0.28183945416213724,1.0,1.0,-0.011053451870811054,-0.19057146752973814
87,10,0.10295717825108312,0.02943446128333825,1.0,0.987012987012987,-0.01112725437576242,0.42360120524666,0.2202302648023822,1.0,0.987012987012987,-0.015388818151319412,-0.19079580351904396
99,10,0.06303494151171563,0.09931147862516497,1.0,1.0,-0.0058750504667773994,0.3792675646916325,0.2921755780614235,1.0,1.0,-0.012086188216202085,-0.19286409943625854
98,10,0.04389395220277965,0.09385494605611752,1.0,1.0,-0.004147939129747748,0.3777571015676545,0.287793689609707,1.0,1.0,-0.012149601174934204,-0.1939387435535895
82,10,0.049839851929355625,-0.03779771017394387,1.0,0.9748427672955975,-0.005784898196424463,0.34278644506987643,0.16201353638816643,1.0,0.9748427672955975,-0.013200852830944493,-0.1998112465621103
79,10,0.06168202819495001,-0.05460719069597128,0.9939024390243902,0.9691358024691358,-0.007347111769187094,0.2884620014261968,0.14923569532805284,0.9939024390243902,0.9691358024691358,-0.011344395937306653,-0.20384288602402412
94,10,0.05650541672975048,0.07902856978819486,1.0,1.0,-0.005399171404747575,0.32102836599920825,0.2881093606634967,1.0,1.0,-0.010377511074455484,-0.20908079087530182
80,10,0.06667157173923172,-0.06670369277860387,1.0,0.9751552795031055,-0.007870153719323399,0.30579467968103663,0.1455979673902361,1.0,0.9751552795031055,-0.011922138571517115,-0.21230166016883995
81,10,0.05954753155250363,-0.062180457721294664,1.0,0.9875,-0.006977011651629406,0.329091986869851,0.15364700357615332,1.0,0.9875,-0.012796013066439385,-0.21582746129744798
